Distretto,Codice,Nome,Indirizzo,Latitudine,Longitudine
41,TOIC89300A,ISTITUTO COMPRENSIVO - I.C. STRAMBINO,VIA MODESTO PANETTI 18 - STRAMBINO,45.3802975,7.8820986
42,TOMM807028,I.C. PEROSA ARG.NA-FENESTRELLE (ASSOCIATA A TOIC807006),VIA ROMA 17 - FENESTRELLE,45.0359092,7.0469978
42,TOMM807017,I.C. PEROSA ARGENTINA -GOUTHIER (PAR. TEMPO PROL. - ASSOCIATA A,"PIAZZA EUROPA,1 - PEROSA ARGENTINA",44.9581458,7.1922714
42,TOIC807006,ISTITUTO COMPRENSIVO - I.C. PEROSA ARGENTINA,"PIAZZA EUROPA, 1 - PEROSA ARGENTINA",44.9581458,7.1922714
42,TOMM807039,I.C. PEROSA ARG.NA - PERRERO (ASSOCIATA A TOIC807006),VIA BORGO 9 - PERRERO,,
42,TOMM80401Q,I.C. VILLAR PEROSA - MARRO (PAR. TEMPO PROL. - ASSOCIATA A,VIA IV NOVEMBRE 4,45.239116,7.5694929
42,TOIC80400P,ISTITUTO COMPRENSIVO - I.C. VILLAR PEROSA,VIA IV NOVEMBRE 2 - VILLAR PEROSA,44.92097,7.2484527
43,TOMM84202G,I.C. BRICHERASIO - BIBIANA (ASSOCIATA A TOIC84200D),"VIA OSPEDALE, 10 - BIBIANA",44.7970489,7.2902745
43,TOMM84201E,I.C. BRICHERASIO - CAFFARO (PAR. TEMPO PROL. - ASSOCIATA A,"VIA CESARE BOLLEA, 3 - BRICHERASIO",44.8236359,7.3038993
43,TOIC84200D,ISTITUTO COMPRENSIVO - I.C. BRICHERASIO,"VIA BOLLEA, 3 - BRICHERASIO",44.8236359,7.3038993
43,TOMM84301A,I.C. LUSERNA S.G. - DE AMICIS (PAR. TEMPO PROL. - ASSOCIATA A,"VIA MARCONI, 1",45.0144874,7.8241818
43,TOIC843009,ISTITUTO COMPRENSIVO - I.C. LUSERNA S. GIOVANNI,VIA TEGAS 2 - LUSERNA S.GIOVANNI,44.814972,7.2487475
43,TOMM81301E,I.C. TORRE PELLICE - RODARI (ASSOCIATA A TOIC81300D),"VIALE RIMEMBRANZA, 13 - TORRE PELLICE",44.8221762,7.2215958
44,TOCT72000D,CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA,"VIA CONVENTO DI SAN FRANCESCO, 2 - PINEROLO",,
44,TOMM83501B,I.C. AIRASCA - VIA STAZIONE (PAR. TEMPO PROL. - ASSOCIATA A TOIC83500A),VIA STAZIONE 37 - AIRASCA,44.9238999,7.4842922
44,TOIC83500A,ISTITUTO COMPRENSIVO - I.C. AIRASCA,VIA STAZIONE 37 - AIRASCA,44.9238999,7.4842922
44,TOMM8BN01R,I.C. PINEROLO IV - BURIASCO (TOT. TEMPO PROL. - ASSOCIATA A,"VIA 4 NOVEMBRE, 31 - 749",45.4722644,7.9309341
44,TOMM845012,I.C. CAVOUR - GIOLITTI (PAR. TEMPO PROL. - ASSOCIATA A TOIC845001),PIAZZA S. MARTINO 2,45.2362754,7.6005182
44,TOIC845001,ISTITUTO COMPRENSIVO - I.C. CAVOUR,"PIAZZA S.MARTINO, 2 - CAVOUR",,
44,TOMM84601T,I.C. PINEROLO V - CUMIANA (PAR. TEMPO PROL. - ASSOCIATA A TOIC84600R),"VIA MICHELANGELO FERRERO,11",44.9810009,7.374125
44,TOIC84600R,ISTITUTO COMPRENSIVO - I.C. PINEROLO V-CUMIANA,VIA MICHELANGELO FERRERO 11 - CUMIANA,44.9810009,7.374125
44,TOMM84602V,I.C. PINEROLO V - PIERO ANGELA (PAR. TEMPO PROL. - ASSOCIATA A,VIA DON ASVISIO 6 - FROSSASCO,44.9339034,7.3568233
44,TOMM8BM011,I.C. PINEROLO I - BRIGNONE (PAR. TEMPO PROL. - ASSOCIATA A,VIA EINAUDI 38,44.9978599,7.6880512
44,TOMM8BJ02E,I.C. PINEROLO II-ABBADIA ALPINA (PAR. TEMPO PROL. - ASSOCIATA A,VIA BATTITORE 6 - FRAZ. ABBADIA ALPINA,,
44,TOMM8BP01C,I.C. PINEROLO III - LIDIA POET (PAR. TEMPO PROL. - ASSOCIATA A,VIA DE' ROCHIS 29,,
44,TOMM8BN02T,I.C. PINEROLO IV-V.GIOV. XXIII (PAR. TEMPO PROL. - ASSOCIATA A,VIA GIOVANNI XXIII 19 - PINEROLO,44.893534,7.3406254
44,TOIC8BM00X,ISTITUTO COMPRENSIVO - I.C. PINEROLO I,"VIA EINAUDI, 38 - PINEROLO",44.8749862,7.3054863
44,TOIC8BJ00C,ISTITUTO COMPRENSIVO - I.C. PINEROLO II,VIA BATTITORE ANG. VIA GIUSTETTO - PINEROLO - ABBADIA ALPINA,,
44,TOIC8BP00B,ISTITUTO COMPRENSIVO - I.C. PINEROLO III,VIALE KENNEDY 24 - PINEROLO,44.8883891,7.3446043
44,TOIC8BN00Q,ISTITUTO COMPRENSIVO - I.C. PINEROLO IV,VIA GIOVANNI XXIII 19 - PINEROLO,44.893534,7.3406254
44,TOMM8BP02D,I.C. PINEROLO III -PISCINA (PAR. TEMPO PROL. - ASSOCIATA A TOIC8BP00B),VIALE CALVETTI 5,,
44,TOMM8BJ01D,I.C. PINEROLO II - SAN SECONDO (PAR. TEMPO PROL. - ASSOCIATA A,VIA DELLA REPUBBLICA 1,44.8677553,7.3016992
44,TOMM83502C,I.C. AIRASCA - SCALENGHE (PAR. TEMPO PROL. - ASSOCIATA A TOIC83500A),VIA S.MARIA 40 - FRAZ. PIEVE DI SCALENGHE,,
44,TOMM84701N,I.C. VIGONE - LOCATELLI (PAR. TEMPO PROL. - ASSOCIATA A TOIC84700L),VIA DON MILANI 2 - VIGONE,44.8424793,7.4886016
44,TOIC84700L,ISTITUTO COMPRENSIVO - I.C. VIGONE,"VIA DON MILANI, 2 - VIGONE",44.8424793,7.4886016
44,TOMM845023,I.C.CAVOUR-VILLAFRANCA GASTALDI (TOT. TEMPO PROL. - ASSOCIATA A,VIA CAMPRA 1,44.7821377,7.4966959
